date_time,Netflix,Twitter,DailyMotion,Google,Deezer
2019-04-18 03:54:00,286640677.830167,33413050.276720315,85782428.66836739,756197501.1878637,40195506.58035956
2019-04-18 04:00:00,57940342.08347215,14519922.724545546,21002017.121848013,736153820.3231473,29829383.42909653
2019-04-18 04:06:00,109927847.72183982,27366945.13424578,53522961.58270949,1039681575.1784267,31898398.37629676
2019-04-18 04:12:00,129726326.74772538,45060555.81255307,29847324.35473462,754991781.0097737,25798853.777072053
2019-04-18 04:18:00,132495024.36109556,22914530.13915643,10736295.41670014,892636501.997286,56440124.66678903
2019-04-18 04:24:00,145162983.7100375,26873926.963488687,31949051.06321444,703781550.0878106,29231041.342009787
2019-04-18 04:30:00,181951508.12631735,15924104.972247155,46298033.54762494,721757273.1393732,55077372.32760254
2019-04-18 04:36:00,306764907.6770294,16996666.309399635,544059.2953981165,1014487106.6462493,67896705.31212625
2019-04-18 04:42:00,209097443.960466,34440995.54240136,113285190.99875036,1996883772.449908,42320266.71443308
2019-04-18 04:48:00,144265751.66840962,27550566.886162654,5477394.3908011215,804919637.513562,43247934.948472224
2019-04-18 04:54:00,126061143.08083344,48412360.02051011,2822670.9811868262,711193127.4939704,56524676.92162022
2019-04-18 05:00:00,237805676.23125264,18162756.71832618,145210703.7140939,1051992385.324404,69721145.13769633
2019-04-18 05:06:00,333695569.343033,46748006.73287088,36692327.66698983,1024731507.0479208,53994919.85674672
2019-04-18 05:12:00,188280223.82091665,22132890.87166792,102407605.0034676,1092236320.2124267,47120825.78855472
2019-04-18 05:18:00,174736538.23990947,45571344.48844317,104326270.63792282,856862084.5903083,48097755.37110547
2019-04-18 05:24:00,45734687.9798839,43210046.76014512,145281655.60558853,926493110.2039739,57819962.05103662
2019-04-18 05:30:00,89867521.39179666,51444654.91635706,147279078.11808515,709942463.4417036,72355110.45000891
2019-04-18 05:36:00,212603318.2118053,112522123.66734912,94631634.25164545,776771364.7787521,119061356.9509007
2019-04-18 05:42:00,65055555.66441642,55830986.80086638,92259308.84549771,954605192.1667411,65645147.650549404
2019-04-18 05:48:00,64580617.57910572,27189648.206580397,164468702.83650377,772646567.6334057,52939985.14057571
2019-04-18 05:54:00,993638637.2793703,46961728.37505338,69083854.55980602,1081635627.4945428,121810104.90417972
2019-04-18 06:00:00,971259899.0862608,33805357.01363058,71424155.8931245,965682632.0219553,61719525.74687863
2019-04-18 06:06:00,647938391.8420861,88128929.85959941,115276964.00335972,1389934072.264385,106040709.79461044
2019-04-18 06:12:00,217939249.2651333,77895178.27551678,165000706.13677093,1218048536.4168072,146130419.22474697
2019-04-18 06:18:00,625844870.3085488,59439937.05008435,62684543.49353553,1181633971.514293,362289959.80712926
2019-04-18 06:24:00,677149062.9761647,68965463.350465,47852826.54758107,1440484781.4508648,185622545.14207852
2019-04-18 06:30:00,640571509.1930367,77427114.95293507,85512651.17348613,1600408735.0412993,401733883.028914
2019-04-18 06:36:00,786751919.1146269,113561128.9441542,65596741.46567773,1476014630.7974813,178869726.2485021
2019-04-18 06:42:00,666905335.6894282,75792640.02950427,217902476.8964173,1373689906.5914023,336385668.3431066
2019-04-18 06:48:00,569526731.2128701,175596558.73951265,285768151.25920564,1902320755.2707348,313661291.20429814
2019-04-18 06:54:00,784811814.3131306,122023684.44845244,146971169.6293908,1904218181.5804973,384968190.26711386
2019-04-18 07:00:00,735434536.1828853,166703207.20284557,331715225.0857707,2802345540.0766125,391452223.5116522
2019-04-18 07:06:00,770101730.9913758,190056251.2949007,406484028.7836352,2874805837.7117376,533346591.4149242
2019-04-18 07:12:00,666372248.2344701,143297075.05829132,427010488.7306248,1823132598.0951478,601043206.4444591
2019-04-18 07:18:00,926504772.2734953,172515619.09289095,529835745.5777111,2133882774.4615452,722059287.8295738
2019-04-18 07:24:00,1138592695.498036,156551567.69262007,288555932.38243383,2529613374.123334,881372988.3784004
2019-04-18 07:30:00,1099660659.5420406,243950228.13145065,180589026.5727524,2208989064.2824144,744879989.9331112
2019-04-18 07:36:00,611155267.0495875,217653780.98324895,282623105.35590696,2521572339.244237,756891091.8261336
2019-04-18 07:42:00,445168036.03414255,279418486.6892087,529507968.27313733,3064273034.406723,1025419390.6428584
2019-04-18 07:48:00,967869031.6098759,350562479.12737465,154463029.80691522,2883416929.1790953,1123716722.4253182
2019-04-18 07:54:00,989106825.0736797,393172457.6399238,342175788.70151603,2473246311.981857,1126112781.9782114
2019-04-18 08:00:00,681676272.7961674,498165326.0545455,250635950.6389869,3182026903.7808504,735775965.2609912
2019-04-18 08:06:00,828910615.4316106,315134446.40807986,105993706.09586586,3545719202.8819466,1353105077.1136267
2019-04-18 08:12:00,920468687.2365848,324324124.86587566,357027333.72072417,3084196214.071278,997274827.589366
2019-04-18 08:18:00,885209788.6706699,336510959.69572484,110806369.96985663,3738350356.3383555,1109463458.6176317
2019-04-18 08:24:00,1035926689.509956,414520466.073489,303661624.02449334,3900353202.4947433,1260711648.6413908
2019-04-18 08:30:00,1122091851.8103712,523948345.0826973,277072741.2697314,3744129621.3457775,1354204429.9381855
2019-04-18 08:36:00,1344748019.0326645,463822149.0730624,417769901.58829683,3575677928.262982,1212963072.397744
2019-04-18 08:42:00,1176634297.0269985,429194657.31446564,402864767.3982485,3901573248.729019,1389104103.8097074
2019-04-18 08:48:00,1093554239.8595297,361163236.4260083,287426102.12713414,3058339145.1798034,1248516274.4307456
2019-04-18 08:54:00,959084495.31346,375266390.25989735,408074482.936012,3463394208.240319,1020891751.6804637
2019-04-18 09:00:00,865502838.2915102,458229685.6707407,413972366.28253,4352918019.599249,1025893395.4345721
2019-04-18 09:06:00,1145979101.887534,342445837.36374295,437171793.2305541,3695073000.8777947,1105713083.1916802
2019-04-18 09:12:00,872534418.6717727,367360336.552386,368238727.6279072,3074045611.077957,741856769.70824
2019-04-18 09:18:00,870808787.6572921,409777850.23328704,268070087.3501092,2864615460.0285606,937991187.4877887
2019-04-18 09:24:00,1231325617.5470285,383668466.7328706,376647466.21431774,3389922346.7505116,1303511863.857525
2019-04-18 09:30:00,810462337.863399,350138500.74377286,393744568.6736372,3354052708.169748,1044345776.6326137
2019-04-18 09:36:00,1364209024.0240352,273936701.34140307,155660374.03489977,3057019005.557561,947967414.107066
2019-04-18 09:42:00,839332566.0265151,352700551.55596155,278586905.52440155,3327336668.078665,1062122047.1984832
2019-04-18 09:48:00,1115382894.5456364,302746232.2392344,191190906.447899,3533582360.472574,1394289885.4595525
2019-04-18 09:54:00,1370675281.8956337,286255750.05978864,328475065.58428884,2568150349.6953726,1688965762.661511
2019-04-18 10:00:00,1372614835.2203937,320414200.9448037,97508969.55187865,2535978697.7702856,1286388731.2380085
2019-04-18 10:06:00,1454545509.994105,362753837.2797438,244766271.37153348,2327922049.663365,1156734513.4956927
2019-04-18 10:12:00,991198971.2077985,444670864.5599052,426880426.90954703,2846826753.3600535,1283003361.9616914
2019-04-18 10:18:00,1771988289.4135234,468152483.60403705,371499457.87290734,2518010596.976212,1098944161.54415
2019-04-18 10:24:00,1089527012.5779576,260735053.4847952,230276696.08589724,2216867002.295471,735174343.7260122
2019-04-18 10:30:00,1173969241.7282064,339819548.4331238,90182511.17966492,2450462383.146977,1121561843.0089283
2019-04-18 10:36:00,1314245458.2015786,317885463.45494926,329604879.3632165,2848699358.357453,735726490.9466356
2019-04-18 10:42:00,2027218619.1816688,351680136.96180475,207162253.2164998,2315763871.685629,793983744.1421111
2019-04-18 10:48:00,1361902357.8290017,302637493.50686365,162468218.50389665,2593725768.020346,1440728688.5299873
2019-04-18 10:54:00,1321982014.7116075,281089056.6281106,266830247.42821404,2452593097.206995,884803467.9442858
2019-04-18 11:00:00,1684280309.5241215,317104068.00120515,259710997.08058435,2374161816.5246367,951576270.5659764
2019-04-18 11:06:00,1793257805.0844948,438054455.0823952,292400762.3477848,3169194931.1439853,810652239.0252299
2019-04-18 11:12:00,1581640505.6007447,387292261.09622216,509892173.44361925,2522515153.267964,964241114.7511797
2019-04-18 11:18:00,1507193518.2634952,439377835.9582937,409694827.93226033,3079412667.8332863,763177482.7542763
2019-04-18 11:24:00,1332685478.1023302,474612446.5863046,400244698.88158566,3133760756.546126,903559627.0061697
2019-04-18 11:30:00,1080714041.7022452,344692367.4304129,220168712.03641987,2465387338.6264467,1280132128.7644176
2019-04-18 11:36:00,1834826886.8358366,479372545.63379973,421989751.5334152,3072203365.986686,1092229289.6227646
2019-04-18 11:42:00,1829146644.8838747,589640487.8980869,428444271.9725223,2521440351.244756,753837955.8191074
2019-04-18 11:48:00,1266629008.6621144,583976125.5714482,180109943.68588,2739331192.222455,800494484.0550432
2019-04-18 11:54:00,1296653446.5918856,564777753.2744846,249082659.26914343,2558409784.253565,921703842.2383027
2019-04-18 12:00:00,1516788241.4777243,469583600.3067624,389682815.33025634,2506012434.140232,1015107341.3755254
2019-04-18 12:06:00,1783838945.850032,382208122.33103615,283319503.030171,2771302202.0872703,928403243.7840476
2019-04-18 12:12:00,2515821412.966446,541623167.9997348,173889683.50984928,2876074748.3121376,787829636.0866796
2019-04-18 12:18:00,2362554554.6116033,484689669.8196243,418664338.24481815,2964126156.0989566,902864371.0069516
2019-04-18 12:24:00,2056273175.743801,451973661.75961936,432484971.83376807,3302628048.5292225,1008650984.3095113
2019-04-18 12:30:00,2204864920.58542,562399940.3892016,324986959.78348637,2751033019.2069273,1261762063.3542526
2019-04-18 12:36:00,2270124064.8631372,604294993.6663895,339221254.45993865,3608359423.4957147,944135788.4158636
2019-04-18 12:42:00,1716936451.3138685,429413926.87765163,351272617.99636585,3771820791.6650467,1003669673.6674424
2019-04-18 12:48:00,1216337055.9900475,566655644.9462676,653105277.8488632,2771106764.2631173,900197415.7056676
2019-04-18 12:54:00,1381797093.2402437,430637462.03937215,920309296.2910957,2608896802.0939527,1016497956.8867012
2019-04-18 13:00:00,1679205337.4582741,428761157.41159016,955128828.5386658,2750377214.376658,1150123738.6279745
2019-04-18 13:06:00,1922916041.235852,532216922.97444206,694074955.3511938,1964680026.0499053,836658644.3316556
2019-04-18 13:12:00,1813686235.8094988,523291945.1987215,424376827.81124014,2372228612.7139573,741929418.9825194
2019-04-18 13:18:00,1625299116.1681645,547243266.7366009,534773072.8181509,2382656175.546193,824116458.02193
2019-04-18 13:24:00,1610377890.4497893,418531640.6280594,382405616.2116368,1896636386.5231986,1352731492.2221794
2019-04-18 13:30:00,2334111777.548181,425096044.8347631,570681815.9560801,1929106473.4104214,1559865579.2372322
2019-04-18 13:36:00,2518445397.0829225,484385097.0407816,730800418.0551374,2113081524.4893718,1036106422.839778
2019-04-18 13:42:00,1949658011.5237691,452305126.4196803,418481499.41884464,2488533981.7298365,709130112.2153099
2019-04-18 13:48:00,2085182964.6894147,451902575.9970902,480965012.6903543,2436675175.9566503,778256956.5260726
2019-04-18 13:54:00,2097657892.6859136,531603417.21405566,463059606.8931258,2625314091.9078984,1068129031.8938912
2019-04-18 14:00:00,2014205514.8071625,509917608.9486066,248585496.34052527,1646844912.9343667,928927225.9750775
2019-04-18 14:06:00,2034579743.9682446,502951491.7229624,382902158.8815347,1671553424.252224,683515852.1657141
2019-04-18 14:12:00,1977828872.5334823,546264952.1952276,278105783.18126583,2064432613.9067178,758079150.8875184
2019-04-18 14:18:00,2124827150.640516,466059120.2789253,384092872.6348793,2072832703.1894164,765981884.4135777
2019-04-18 14:24:00,2250561229.281144,592201563.8168775,456592054.86814034,1865399094.5225463,981280897.214565
2019-04-18 14:30:00,1798984262.0770311,441357705.73429775,338093081.5876228,2719413194.1657066,1310872255.1094894
2019-04-18 14:36:00,1669251999.6776154,435417013.59909344,314863943.4209731,1805235939.8061209,1430120245.9796839
2019-04-18 14:42:00,1745105152.1391046,560769660.2862264,364285033.7195087,1643250900.5250957,1191724250.2756724
2019-04-18 14:48:00,1466781623.9881215,484997901.5596574,740411850.5097545,1758401212.311244,1009999448.6458838
2019-04-18 14:54:00,2107709653.121,490428099.66988635,601494871.9415259,2157257652.267806,740659030.0061811
2019-04-18 15:00:00,2097560810.367483,462428537.1008004,522799161.6749714,1811085431.4302483,891172407.0720726
2019-04-18 15:06:00,967246938.5404432,469326648.4257247,291026614.490479,1944932052.4540448,807182377.1069098
2019-04-18 15:12:00,1158247779.35122,386507443.25752985,394153487.2723347,2204229058.4672384,812955471.8712811
2019-04-18 15:18:00,1279664454.5324125,518034076.25009024,324454993.8012709,2232953050.5612392,943526745.4636811
2019-04-18 15:24:00,1640195233.644935,466897955.97718906,369804206.1412317,1861697407.2236342,1048971456.6808199
2019-04-18 15:30:00,1661030524.6088855,459362170.06357646,391373056.3672112,2207172453.844638,1111778154.34084
2019-04-18 15:36:00,1712921608.5977304,465851574.6783458,221695765.47737253,1942932682.4043412,1044484781.0485623
2019-04-18 15:42:00,1339911276.1942177,346012787.9629732,344101137.4535381,2464310699.5823507,808027904.1517277
