date_time,Google,Twitter,Netflix,DailyMotion,Deezer
2019-05-21 20:36:00,1549505016.9482107,239794846.27316245,1480183946.3935018,306722408.5663867,504825986.96264255
2019-05-21 20:42:00,1653205724.0565348,277613593.82515764,1704211262.043425,190946136.45308718,412760234.8631915
2019-05-21 20:48:00,1201801423.474218,282885317.5209849,1838587740.26543,293134704.2942467,400176188.2434569
2019-05-21 20:54:00,1324002604.0730658,247224766.46039036,1548133326.0266187,270614995.0929687,379434344.4128685
2019-05-21 21:00:00,1016717368.9806508,235813792.75494868,2214987585.908944,134159934.24215864,284793273.94207454
2019-05-21 21:06:00,868911116.7756627,212175926.91475788,2001041726.6600192,276238181.46949214,196816458.052221
2019-05-21 21:12:00,1243286987.7068987,213316157.54590127,1950467678.5975628,230706969.5918952,341071584.393036
2019-05-21 21:18:00,1051857031.1554191,193355959.552499,1982519981.5456376,319063715.8910525,368040930.5918325
2019-05-21 21:24:00,1055066332.3345323,199718487.77293932,2063227065.3060925,248065579.67619395,592795982.2249639
2019-05-21 21:30:00,956950402.7955582,272160469.83292794,2241228977.5520864,243871464.53008348,292885523.3541544
2019-05-21 21:36:00,768328395.6146038,317918355.10315496,2355946143.686525,187077470.91465583,693743830.0583166
2019-05-21 21:42:00,1183018894.6732264,357934741.68912363,2221855115.0891047,250954963.49473175,338356837.50312483
2019-05-21 21:48:00,1009788424.7911277,274715136.76331365,2040368586.0116954,366835063.87643886,270950940.4743105
2019-05-21 21:54:00,1182266392.0232458,255081992.83633867,1691334817.4819558,140053976.9444864,216821114.83879825
2019-05-21 22:00:00,1122121388.1080415,224810070.0400172,2003115154.6710477,224745476.8606908,310992737.72074264
2019-05-21 22:06:00,784925954.4732912,273137218.0816169,1412115720.493368,178931040.43463442,481813957.04004806
2019-05-21 22:12:00,735927461.8856199,277582628.8193723,1569962878.9194176,424450655.9462764,417174988.93605614
2019-05-21 22:18:00,932812095.2203536,202754551.27267468,2149539988.067736,343026087.18284976,244442724.93369552
2019-05-21 22:24:00,1133573797.3588324,204226198.8431465,1821631563.8626914,350536269.7198148,218722629.83381435
2019-05-21 22:30:00,1151420528.1024296,285159787.32584673,2439940499.885026,161771407.41308746,293681492.0530202
2019-05-21 22:36:00,1329837573.2493868,288633991.6993153,1914797556.202271,159572372.64595026,342909985.99569833
2019-05-21 22:42:00,848088902.9451325,385169460.64373577,1718488885.7538292,332874213.41604054,325256346.0910808
2019-05-21 22:48:00,918837614.6913615,300699615.22687465,1325969441.586128,422609274.92676187,305257088.49653304
2019-05-21 22:54:00,774846207.258183,249738008.0340168,1451408733.4833155,162555335.52795696,452094812.8112409
2019-05-21 23:00:00,949186023.5629878,251132407.03047192,1581526447.2686634,188952176.13233405,270876354.3585918
2019-05-21 23:06:00,924193360.036994,256517051.12218198,1475913093.0924132,199125221.2732297,238465616.78975123
2019-05-21 23:12:00,1059023459.6181931,209994442.62342173,1553493130.2624536,168631119.2869456,235672920.96687147
2019-05-21 23:18:00,531141972.09969914,316654979.3294707,1248289471.8142226,364185024.62609583,268242583.019439
2019-05-21 23:24:00,832950369.1883786,239375213.7229809,1310490392.4508893,256451050.13051566,264999163.89770392
2019-05-21 23:30:00,1016615625.8662715,376929711.86986417,1163477272.0232186,145355609.68302682,134704157.53370672
2019-05-21 23:36:00,819600279.6612113,221426043.4212676,1130107247.183491,260304832.94659495,183368744.17242008
2019-05-21 23:42:00,1170220918.381003,197481473.84370685,746299920.6280036,209547552.8076311,198538381.9338786
2019-05-21 23:48:00,763649933.6266856,187458451.85753363,1024982239.4641472,155477962.15360132,649112496.5285933
2019-05-21 23:54:00,631421835.6517872,147526031.01329222,887210507.9501687,183610394.088082,221373589.52706668
2019-05-22 00:00:00,462798414.9917922,114841534.3887615,883385693.3587997,121629374.28525749,166071656.2529858
2019-05-22 01:00:00,655909653.2867966,82157037.76423079,879560878.7674308,59648354.48243298,110769722.97890492
2019-05-22 01:06:00,496127427.43038833,190054068.65383992,1109654553.0940099,65074718.66948921,442348693.708449
2019-05-22 01:12:00,441390497.0323923,141726462.5725498,462196477.63352334,107223808.57659192,284855308.01115185
2019-05-22 01:18:00,255004859.5950187,92036757.37599903,793793795.6110287,124809305.27656318,270269044.47279304
2019-05-22 01:24:00,217098069.62073475,93339932.28214423,767732895.5826969,45688428.59875009,118697606.21036996
2019-05-22 01:30:00,214973052.99935916,48651042.03942967,1109410643.8147867,148154992.95571697,101497999.05363552
2019-05-22 01:36:00,384406696.4676987,96405880.58026344,1547335445.567167,147989765.1676229,101774400.79520331
2019-05-22 01:42:00,310303386.99377316,50956141.77686469,1620899893.3153708,66598655.71520234,93379164.4222629
2019-05-22 01:48:00,176336252.31932372,59915630.69409943,1030299582.0410328,79702265.43891102,16354544.361776166
2019-05-22 01:54:00,238047068.60244882,49465154.44903703,855600813.1455518,62450817.4287302,45660887.01784767
2019-05-22 02:00:00,210629571.88755766,33973351.95977591,656097922.136484,150020222.99101883,19059677.378968466
2019-05-22 02:06:00,271198759.7491201,44163460.79963963,758303174.3973043,147649533.28714064,49856662.91199948
2019-05-22 02:12:00,345034637.1931044,21096849.301719986,841227133.6975533,96020111.57962368,21597732.58239825
2019-05-22 02:18:00,200370773.97834125,14661942.623895256,477174140.2499775,86509925.28840728,18867606.75346432
2019-05-22 02:24:00,354610630.977948,47458235.3050932,283403825.178303,82800560.15927869,17855260.098492518
2019-05-22 02:30:00,426215963.1504596,47173415.2623257,338342230.42343396,65038548.54805993,15406901.301378813
2019-05-22 02:36:00,312745544.4035753,56460057.85861122,564488593.9089288,67685451.03610936,23063869.82288245
2019-05-22 02:42:00,327136350.79209596,63566749.78366234,485561995.57895213,45476354.92371903,18672123.670431957
2019-05-22 02:48:00,390132956.8420366,152788784.97993848,267738047.46625865,42230810.06482333,25079404.49914611
2019-05-22 02:54:00,447408481.03023577,71365184.2888836,192364973.8364895,91528829.84387104,15740656.8381775
2019-05-22 03:00:00,348954360.62262654,52672852.51749326,367244862.57992953,288217354.2687136,15496908.807556964
2019-05-22 03:06:00,385813453.5050647,25294437.21539738,210545191.99573168,335372885.22686887,11134879.74902855
2019-05-22 03:12:00,443279790.88166505,27985176.40389516,338504857.5190695,304072285.26931804,10258096.0832766
2019-05-22 03:18:00,386477713.8272758,54443226.25850838,629316677.8527675,61256015.44219613,20643224.35608097
2019-05-22 03:24:00,313285116.1953553,37034078.06523341,883126424.2542199,6079279.995083027,25185894.83290127
2019-05-22 03:30:00,303948373.2363138,25491323.259354,620531679.0461838,43746836.33382501,14177782.519455105
2019-05-22 03:36:00,726021557.3987145,39846295.82721864,690518078.3134588,2762885.1284174174,13141585.532699445
2019-05-22 03:42:00,420461589.51813984,34381603.856204025,350721808.8545165,163209.0983196952,18574732.57948167
2019-05-22 03:48:00,256174988.0334286,44135944.84517553,374012041.4130134,5491133.9348031385,68139008.9944722
2019-05-22 03:54:00,387878669.56128836,26835790.455224186,199795729.0399335,52121900.84214062,98481178.99346288
2019-05-22 04:00:00,401582342.1174277,36350038.29667281,101115384.3333218,21402968.693860684,79837403.10149077
2019-05-22 04:06:00,404519426.8707107,55598775.77361777,267924939.53686157,7421190.078915898,60565985.58193448
2019-05-22 04:12:00,416359826.4397566,58026176.2200126,281588200.377307,2442628.959844947,10720790.966117457
2019-05-22 04:18:00,402427451.0009405,71435212.62192927,1218768763.9570374,42414355.10433933,22947259.784011465
2019-05-22 04:24:00,298154594.60531765,19528127.56013455,904787425.6991854,25823078.775813002,16927228.424429987
2019-05-22 04:30:00,556581729.0907985,36999149.36672678,157318019.97047696,1255554.1071048186,15989375.95044688
2019-05-22 04:36:00,505345476.11538005,61313719.44446538,211293433.55322263,20342057.7054794,20565755.917980306
2019-05-22 04:42:00,365711101.6598684,40953821.34855785,356847645.07178634,28216891.57497208,11818086.190318508
2019-05-22 04:48:00,393503380.2208585,12288777.630644966,194939374.07130316,33370066.12965848,22987826.33861451
2019-05-22 04:54:00,456406056.84282535,6940428.298836998,95284586.5149646,1027441.4973238087,28912726.8495128
2019-05-22 05:00:00,410396748.9856468,22905515.70073928,102768933.0321953,20227836.04368085,14450739.602081118
2019-05-22 05:06:00,502070818.2792405,9577183.217943044,31319843.49873703,47126998.86321126,25939818.3774571
