date_time,Twitter,Netflix,DailyMotion,Google,Deezer
2019-05-02 09:06:00,302785383.1893612,383932148.88138056,153569013.52237406,851431996.9548391,326920885.57136184
2019-05-02 09:12:00,354812165.98371214,676628203.8915098,79872177.12741041,1244799333.2295103,350813674.185451
2019-05-02 09:18:00,465160661.18158686,353141300.3572076,105233946.97987866,1597332400.137363,485991286.4517665
2019-05-02 09:24:00,334772959.99001116,531997163.1782501,74970965.776307,1144160940.391452,465144360.94768375
2019-05-02 09:30:00,409495480.82886237,508602276.4295245,159222864.10584515,1019062766.3813146,253087662.37234208
2019-05-02 09:36:00,355554458.9414498,556108450.4883844,217971153.70203108,942244517.4101756,318729563.37234694
2019-05-02 09:42:00,366521853.4297031,762377090.5534319,299753647.79963565,2089468190.342761,597741949.6673847
2019-05-02 09:48:00,396612124.34973836,558615519.5711967,86412546.76281832,1001261187.9517343,275584782.36946166
2019-05-02 09:54:00,484133054.94927883,1225231697.0566144,47353934.41735318,809997363.0337285,328068325.6064341
2019-05-02 10:00:00,582896452.1454833,741747481.7852418,96689859.83217384,985617882.7388722,439692350.6161209
2019-05-02 10:06:00,495733388.61518514,1065885732.43546,353426594.3372488,826573333.7605226,222801111.3141148
2019-05-02 10:12:00,498497235.5925375,695762937.5212013,217507112.0194418,727092630.1330295,312677784.90672797
2019-05-02 10:18:00,483947759.3299443,945921793.4771746,265327454.71651804,632241335.7807647,276191507.6150484
2019-05-02 10:24:00,385337526.877459,750522809.7107295,183958351.38928097,877412422.1399682,238216329.67941642
2019-05-02 10:30:00,456109551.47754073,732792158.6543543,322342283.45377517,790925836.0688813,216347628.26694247
2019-05-02 10:36:00,487086521.41106063,551769799.339588,276500391.17301494,1260620372.960927,203636929.2611049
2019-05-02 10:42:00,452939702.9376176,500817326.2580522,651355729.7396272,1355105176.2334456,265643474.84072247
